clip_id,text_label,text_confidence,acoustic_label,acoustic_confidence,final_label,confidence,flagged_for_review,mean_pitch,pitch_range,pitch_std,mean_energy,energy_std,mean_zcr,duration,clean_text,word_count,label_id
clip_0940,Calm,0.8388,Calm,0.65,Calm,0.7633,False,103.9,121.74,33.66,0.08263,0.05616,0.1654,20.0,"so two and a half to norris in front and another half to tencent to the s3. box box into power front. so, what was the time of the red bull? the staff in 33.0, he's in 38 and another 10th and a bit off for hajar, 33.1.",43,0
clip_0907,Calm,0.9259,Calm,0.65,Calm,0.8155,False,102.23,77.31,20.18,0.0876,0.04807,0.1662,20.0,the car in front of limblads an eight second gap. that's good there. so steintz nine seconds ahead. all these cars pushing next time. so we're going to go standard lap from nine. hold this position. okay so from nine we're going to go standard.,45,0
clip_0489,Calm,0.9452,Calm,0.65,Calm,0.8271,False,122.96,46.44,10.73,0.08375,0.05388,0.2118,3.808,"okay lance, when you get there you can switch off the radio check",13,0
clip_0759,Calm,0.9323,High Stress,0.7,Calm,0.5594,False,95.89,153.95,29.76,0.09139,0.04027,0.193,20.0,pretty much yeah everyone else bit a hard and we think most of them will try to go till the end. we are still on plan a. could be the end of this one. and safety car will be in this one. you can stay in mode sc for now.,49,0
clip_0649,Calm,0.8757,High Stress,0.7,Calm,0.5254,False,127.62,262.32,79.49,0.07768,0.0544,0.1952,19.808,thanks for watching guys!,4,0
clip_0363,Calm,0.9547,Calm,0.65,Calm,0.8328,False,99.7,104.11,24.79,0.08027,0.04651,0.1844,20.0,delta will be good for the flag. set dip by speed 3. got leclerc at 8 seconds. deva at 6. now we don't have time to attempt to do your best. 6 to leclerc.,30,0
clip_0395,Calm,0.5089,High Stress,0.7,High Stress,0.3053,False,118.49,178.7,47.02,0.08995,0.04344,0.1726,20.0,"3, 4 copy w yellow turn 3 saves car window now we are in saves car window just make clear though maybe some debris that's 2, 3",22,2
clip_0393,High Stress,0.65,Calm,0.65,High Stress,0.39,False,99.12,145.71,26.2,0.08846,0.04644,0.1964,20.0,"1 second, 0.8 the clerk will have to overtake that's about time for a pimmie 36, 2 0.9 get fired",15,2
clip_0828,Calm,0.7285,Calm,0.65,Calm,0.6971,False,95.94,121.74,22.2,0.08598,0.05036,0.1822,20.0,70 kph in turn 6 220 in turn 7 170 in turn 8 100 in turn 9 250 in the straight 80 in turn 11,14,0
clip_0257,Calm,0.927,Calm,0.65,Calm,0.8162,False,115.02,106.5,30.08,0.07988,0.04709,0.204,20.0,"switch position yellow brake balance plus one, rear locking phase two mode fw suggested radio 4",15,0
clip_0873,High Stress,0.5713,High Stress,0.7,High Stress,0.3428,False,171.45,617.1,128.74,0.07962,0.05176,0.1826,20.0,"yahoo! that was amazing! very tough mate, very deserve, very tough, great job. nice work everyone, fuck me that was awesome, great work, incredible work. yeah well done alec, good job. well, mr. mann?",33,2
clip_0810,Calm,0.8633,Calm,0.65,Calm,0.778,False,102.05,70.41,15.63,0.08667,0.04389,0.1751,19.392,"here is a big gap behind russell 3. on the push lap, russell 3, on the push lap you can try dx out of 14. dx10, so that's multi-green dx10 at the last corner on the push lap. can i do it in the back straight?",40,0
clip_0312,High Stress,0.65,High Stress,0.7,Frustrated,0.39,False,120.95,333.78,63.54,0.08531,0.04855,0.1443,20.0,"i stuck it, the fires were destroyed. oh my god, i messed up. we had to give it all, all we had, mate. we had to give it all we had.",31,1
clip_0581,High Stress,0.7075,High Stress,0.7,High Stress,0.4245,False,168.44,1409.47,205.14,0.08772,0.04772,0.1724,20.0,"what? switch position red earlier braking, turn 14, let's speak they're just rolling away ahead copy entry 5, mid 2, suggestion entry 5, mid 2 we are on plan a we are on plan a, shall overtake biaunin",33,2
clip_0365,Calm,0.6651,Calm,0.65,Calm,0.659,False,92.76,85.18,13.01,0.08983,0.04363,0.1683,20.0,"i'll run 32-3 for kimmy i got the blur at 4.5 seconds just check b bar, b big, i'm in prep position the steering wheel blur at 4 3 2 seconds clear behind the blur",30,0
clip_0438,Calm,0.8958,Calm,0.65,Calm,0.7975,False,104.32,83.61,16.06,0.07948,0.05559,0.1848,20.0,"all gone up steps. last car approaching the grid. now, remember early press turn four. so lewis 1.3 ahead, mclare put four behind. one second ahead, put seven behind. maybe debris exit turn three, overtake mode enabled.",36,0
clip_0254,Calm,0.7071,Calm,0.65,Calm,0.6842,False,110.04,133.36,25.52,0.08017,0.05959,0.2032,20.0,we need green 8 position 6 please. green 8 position 6. done. thank you. four burnouts please. four burnouts. last car is on the grid. overtake enabled. russell not taking one.,27,0
clip_0383,Calm,0.8625,Calm,0.65,Calm,0.7775,False,85.81,102.29,19.82,0.08034,0.04556,0.1797,20.0,"so on exit, behind him, ocon, 2 seconds, close up a little bit, so ocon, 2nd is at turn 3. so in that first instance, the main lost in himming there was 11 minimum speed. so it's about the",35,0
clip_0668,Calm,0.8997,Calm,0.65,Calm,0.7998,False,145.15,124.48,38.54,0.08705,0.049,0.1985,20.0,"i am 14, just let left with sound, even check. bobby, you can press boost out of 14 to get within a second of holkenberg. bobby, i need to get closer before i can do this. bobby, compared to holkenberg, we're losing braking, 3-11.",41,0
clip_1020,Calm,0.8883,High Stress,0.7,High Stress,0.533,False,120.52,256.69,69.95,0.05748,0.06106,0.1671,20.0,from lewis hamilton and he retakes seconds. shalekler gets by.,10,2
clip_0961,Calm,0.8409,Calm,0.65,Calm,0.7645,False,104.49,92.02,22.57,0.08333,0.05512,0.1645,20.0,"okay mate, so we are going to go strat 7 at turn 14. you can go strat 7 if cars go before. reminder, less than 50 throttle. batteries full. charge level is high. okay mate, charge level getting high. keep up 50 throttle please. i'll pull it away. no be strat 7.",46,0
clip_0080,Calm,0.942,High Stress,0.7,High Stress,0.5652,False,162.88,437.32,114.33,0.087,0.04875,0.1446,20.0,"stick. very good. same on left, please. easy on power. a bit of breathing. we focus second half of the straight and last half. we have a little time ahead. the absolute behind.",33,2
clip_0239,Frustrated,0.662,Calm,0.65,Frustrated,0.3972,False,116.1,129.83,31.6,0.08671,0.04961,0.191,20.0,"these three. antonelli, six seconds behind the fishing. we are okay with a lap, but we want to practice anyway. antonelli, four. track is clear. can go mode. a boat. what the fuck are",34,1
clip_0496,Calm,0.933,High Stress,0.75,Calm,0.5598,False,359.35,1933.08,538.24,0.07336,0.05531,0.239,19.968,30 seconds 30 seconds that's the green light just make sure you make a good gap before safety car two okay lance you have a good gap ahead seven seconds to lin blatt and then he has an eight second gap so that's all good,43,0
clip_0984,Calm,0.8836,Calm,0.65,Calm,0.7902,False,125.17,107.3,40.72,0.08588,0.05067,0.1616,7.616,i would get it. still very good effort. where did franco finish? franco finished.,14,0
clip_0253,Calm,0.9193,Calm,0.65,Calm,0.8116,False,106.12,114.32,23.49,0.04884,0.04002,0.2196,20.0,"the end of the lap. 15 seconds, 10 seconds, 5 seconds. when you can green 8, position 5, position 6, correction, green 8, position 6.",17,0
clip_0353,Calm,0.8821,Calm,0.65,Calm,0.7892,False,117.51,141.53,37.47,0.08916,0.04505,0.1739,20.0,"just bring it back here if we can. can i try pulling the clutch or something? leave me posted on traffic. one minute. so, blee default 0-1. blee default 0-1. give me 22 seconds on a lap. default 0-1 not working.",37,0
clip_0789,Calm,0.9206,High Stress,0.7,Calm,0.5523,False,144.89,1932.32,301.23,0.08223,0.05676,0.196,19.968,"okay, we're planning single fuel, ollie, single fuel. copy. box, box is still clear behind. and we're good on timing. we've got about three minutes in the garage. we're wet, which what was the wind in?",36,0
clip_1075,Calm,0.9072,High Stress,0.7,High Stress,0.5443,False,137.61,274.22,38.48,0.08727,0.04855,0.216,20.0,"yeah, please check the nit. we are on it, we are on it. and we think the aero has shifted one compound step rearward for info. we don't know, we can check. the aero has shifted a bit more rearward, so it's more understeering.",44,2
clip_0442,Calm,0.8973,Calm,0.65,Calm,0.7984,False,111.98,119.21,28.88,0.08343,0.05491,0.1985,20.0,"1.5 and just be careful with that turn one of sliding energy over the peak last lap. the indian rubber is now showing some sides of graining, it's now on top of the management. it's now on top of the management. george at 37.4, lewis state at 79.",45,0
clip_1343,Calm,0.8158,Calm,0.65,Calm,0.7495,False,96.38,583.07,38.18,0.04993,0.04108,0.2044,19.264,like a tutorial on how to drive,7,0
clip_0762,Calm,0.9575,Calm,0.65,Calm,0.8345,False,105.12,90.11,22.97,0.08506,0.05228,0.1885,20.0,"they're just pulling away from us in every exit. yeah, nico, a lot of this is just related to if we are in overtake range or not. it should be better this lap if we are in range now. all the guys in front are in range. yeah, i know you don't understand that, but stay in range for that further protein exit.",63,0
clip_0778,Calm,0.7757,Calm,0.65,Calm,0.7254,False,89.66,57.39,7.66,0.08881,0.04573,0.1857,20.0,"seconds. sock free, sock free. starting the last lap now. you can press and hold enter now. press and hold the whole street. and that's the checkered flag and p11 niko, p11. and for info, policinto caught up with sines and was not able to overtake him. sines p9",46,0
clip_0140,Calm,0.9428,Calm,0.65,Calm,0.8257,False,101.2,81.43,14.96,0.08861,0.04616,0.1763,20.0,we are not racing him. we are not racing him. we are not just competing. we are not just competing. we are not just competing. we are not just competing. we are not just competing. we are not just competing. we are not just competing. we are not just competing. we are not just competing. we are not just competing.,60,0
clip_1077,Calm,0.9342,High Stress,0.7,High Stress,0.5605,False,199.76,1024.28,215.72,0.08317,0.05523,0.2263,20.0,"and fultery is 5 seconds ahead of you. safety car. b-u9, position 5. yes, i'm there. yeah, yeah, confirmed, that's good. oh, they see, watch your delta, keep it positive. keep it positive.",30,2
clip_0452,Calm,0.9304,High Stress,0.7,Calm,0.5582,False,99.41,279.81,45.67,0.08586,0.05084,0.1845,20.0,restart. we also have a diff-paget available. so we start with 7th and restart. 12 position 1 hpp 12 position 1. we have control. so we're going to start the cockpit to offer 10 lap older hard times.,31,0
clip_0488,Calm,0.5121,Calm,0.65,Calm,0.5673,False,131.99,51.45,12.2,0.06975,0.07064,0.1733,2.176,"don't go too early, yeah? the blanket's on.",8,0
clip_0879,High Stress,0.669,High Stress,0.7,High Stress,0.6814,False,124.71,158.44,39.12,0.08724,0.04863,0.1912,20.0,"i'm trying man. stop saving tyres, sorry that you will get there. yeah exactly, if i wasn't saving tyres i would have been able to win probably. very dumb mate, honestly we're so happy for everyone, for you. very dumb.",40,2
clip_0434,Calm,0.8757,High Stress,0.7,Calm,0.5254,False,121.81,264.22,73.3,0.07942,0.05499,0.1949,19.68,thanks for watching guys!,4,0
clip_0971,Calm,0.8482,Calm,0.65,Calm,0.7689,False,110.71,119.22,25.44,0.08163,0.04888,0.1737,20.0,"second quicker than the staff in the staff in the slump sector 2. keep up. high management all good, 24 to go. in the staff in every sector another 4-10s up sector 2. keep up. 1-1-1-1. still 2-10s to lap quicker. h lkenberg behind still needs to box. everyone in front, we expect going to the end.",51,0
clip_0769,Calm,0.9137,High Stress,0.7,Calm,0.5482,False,98.04,188.71,23.87,0.06766,0.04266,0.1737,20.0,"yeah, copy unico. if we get overtaken we would box. how is the balance for unico? what would you like to do on flap for the next 10?",27,0
clip_0409,Calm,0.6844,Calm,0.65,Calm,0.6706,False,105.21,124.57,25.49,0.08286,0.04762,0.1907,20.0,"halkenberg your lip-laden on the 2 in front of him and then it's 7 seconds ahead of those 2 cars. you have 10 seconds behind to portoletto on a slow lap, 1st car on a time at jabba over 25 seconds away so no pressure. you've got 4 seconds ahead of the lip-laden.",44,0
clip_1016,Calm,0.5267,High Stress,0.7,Frustrated,0.316,False,112.35,154.59,33.57,0.07658,0.06413,0.1582,20.0,"worry or come back. it's honest. i have no words. okay, so that happened because you lifted and then went back on power for 10 14. so we need to avoid that to stop spending energy. you know, i'm fighting. no, you're fighting. yes, mate. you just got to keep this consistent as you can. the three cars in front of all got to box anyway.",64,1
clip_0822,High Stress,0.4881,Calm,0.65,High Stress,0.2928,False,107.82,139.96,26.54,0.08731,0.04856,0.1828,20.0,"this little troll is the cocky one. yeah, back is clear, russell is moving. and it's 170 kph, he's going very slow though. hello? yeah, 275 and a strip. do you copy? radio check. really? yeah, russell is moving. russell is moving. this radio is cutting off.",45,2
clip_0939,Calm,0.9294,Calm,0.65,Calm,0.8177,False,99.11,131.73,34.96,0.08116,0.0581,0.1686,20.0,"just saying just negative on the delta please and the russell p2 just okay, well done so boxing now please into the parking lot. i got the smaller i spoke for this so yes",33,0
clip_0612,Calm,0.9321,High Stress,0.7,High Stress,0.5592,False,133.67,169.41,40.94,0.09059,0.04208,0.1885,20.0,"3.7 and 4 laps to go when you cross the line 3.8 the gap behind take care about your tires this gap behind is 4 seconds, 4 seconds, easy on braking in turn 6",28,2
clip_0470,Calm,0.6996,Calm,0.65,Calm,0.6798,False,111.99,139.91,34.59,0.0847,0.05284,0.1833,20.0,"better final corner now. the loss was the snap is 12. george 35.5, 35.5. crosses across the lap. george also 35.5, gap at 6.8.",19,0
clip_0897,Calm,0.9155,High Stress,0.7,Calm,0.5493,False,128.61,162.69,45.97,0.0818,0.05735,0.1776,20.0,"how was balance generally? we understand ice speed but the rest was better stored in with traction out of 13 yeah understood mate, that'll be the change we made okay mate so have a think about flat for the next tire",40,0
clip_0236,Calm,0.5442,Calm,0.65,Calm,0.5865,False,104.28,85.73,20.22,0.08135,0.04625,0.1987,20.0,"8, yastry 8, same wind and track, track clear behind, yastry 7 ahead, will be mode push exit turn 14 from target zero, mode charge, track is clear, so it will be",28,0
clip_0661,Calm,0.923,High Stress,0.7,Calm,0.5538,False,128.11,166.33,42.35,0.08634,0.05016,0.1605,20.0,"double yellow in turn 2. some full throttle where you can for temperatures. for information, the other car had draining on the heart, so we still need to protect the front left. okay, copy. and heart weaving where you can. so it was a big, heavy, roughest room.",47,0
